43.963,6738.623,313.075 
43.963,6688.623,330.3 
43.963,6638.623,343.366 
43.963,6588.623,355.478 
43.963,6538.623,365.184 
43.963,6488.623,362.951 
43.963,6438.623,339.023 
43.963,6388.623,313.132 
43.963,6338.623,304.689 
43.963,6288.623,304.635 
43.963,6238.623,306.101 
43.963,6188.623,327.715 
43.963,6138.623,356.724 
43.963,6088.623,357.647 
43.963,6038.623,355.579 
43.963,5988.623,359.417 
43.963,5938.623,363.347 
43.963,5888.623,366.716 
43.963,5838.623,370.716 
43.963,5788.623,377.515 
43.963,5738.623,383.82 
43.963,5688.623,385.935 
43.963,5638.623,386.848 
43.963,5588.623,391.025 
43.963,5538.623,396.607 
43.963,5488.623,399.849 
43.963,5438.623,400.821 
43.963,5388.623,399.967 
43.963,5338.623,394.23 
43.963,5288.623,380.51 
43.963,5238.623,359.983 
43.963,5188.623,337.4 
43.963,5138.623,316.27 
43.963,5088.623,297.224 
43.963,5038.623,280.607 
43.963,4988.623,267.454 
43.963,4938.623,258.149 
43.963,4888.623,252.159 
43.963,4838.623,248.121 
43.963,4788.623,244.391 
43.963,4738.623,241.382 
43.963,4688.623,237.661 
43.963,4638.623,230.939 
43.963,4588.623,222.126 
43.963,4538.623,213.012 
43.963,4488.623,204.227 
43.963,4438.623,195.24 
43.963,4388.623,186.742 
43.963,4338.623,179.203 
43.963,4288.623,171.974 
43.963,4238.623,164.555 
43.963,4188.623,156.111 
43.963,4138.623,146.288 
43.963,4088.623,135.271 
43.963,4038.623,123.782 
43.963,3988.623,112.854 
43.963,3938.623,103.162 
43.963,3888.623,96.017 
43.963,3838.623,92.611 
43.963,3788.623,93.856 
43.963,3738.623,97.03 
43.963,3688.623,99.612 
43.963,3638.623,101.311 
43.963,3588.623,103.175 
43.963,3538.623,105.577 
43.963,3488.623,109.683 
43.963,3438.623,115.761 
43.963,3388.623,122.458 
43.963,3338.623,127.94 
43.963,3288.623,132.151 
43.963,3238.623,136.985 
43.963,3188.623,143.716 
43.963,3138.623,151.411 
43.963,3088.623,156.47 
43.963,3038.623,155.846 
43.963,2988.623,150.389 
43.963,2938.623,143.584 
43.963,2888.623,138.668 
43.963,2838.623,138.044 
43.963,2788.623,139.069 
43.963,2738.623,136.959 
43.963,2688.623,133.391 
43.963,2638.623,133.371 
43.963,2588.623,137.656 
43.963,2538.623,142.177 
43.963,2488.623,140.181 
43.963,2438.623,145.049 
43.963,2388.623,159.795 
43.963,2338.623,176.301 
43.963,2288.623,186.489 
43.963,2238.623,191.314 
43.963,2188.623,194.153 
43.963,2138.623,199.233 
43.963,2088.623,208.627 
43.963,2038.623,219.487 
43.963,1988.623,226.387 
43.963,1938.623,224.044 
43.963,1888.623,212.093 
43.963,1838.623,193.372 
43.963,1788.623,173.385 
43.963,1738.623,156.382 
43.963,1688.623,142.797 
43.963,1638.623,132.566 
43.963,1588.623,125.132 
43.963,1538.623,119.273 
43.963,1488.623,113.412 
43.963,1438.623,108.12 
43.963,1388.623,103.894 
43.963,1338.623,100.747 
43.963,1288.623,102.497 
43.963,1238.623,108.26 
43.963,1188.623,113.102 
43.963,1138.623,113.866 
43.963,1088.623,104.644 
43.963,1038.623,87.525 
43.963,988.623,77.795 
43.963,938.623,77.795 
43.963,888.623,79.308 
43.963,838.623,80.008 
43.963,788.623,79.863 
43.963,738.623,79.916 
43.963,688.623,81.101 
43.963,638.623,83.848 
43.963,588.623,88.307 
43.963,538.623,94.583 
43.963,488.623,102.372 
43.963,438.623,111.571 
43.963,388.623,122.279 
43.963,338.623,133.593 
43.963,288.623,143.757 
43.963,238.623,151.261 
43.963,188.623,155.364 
43.963,138.623,156.162 
43.963,88.623,154.949 
43.963,38.623,153.155 
93.963,6738.623,330.728 
93.963,6688.623,352.276 
93.963,6638.623,367.12 
93.963,6588.623,360.072 
93.963,6538.623,341.655 
93.963,6488.623,338.305 
93.963,6438.623,346.744 
93.963,6388.623,369.048 
93.963,6338.623,368.803 
93.963,6288.623,361.161 
93.963,6238.623,332.132 
93.963,6188.623,323.111 
93.963,6138.623,326.459 
93.963,6088.623,335.555 
93.963,6038.623,345.54 
93.963,5988.623,354.946 
93.963,5938.623,361.569 
93.963,5888.623,360.794 
93.963,5838.623,362.937 
93.963,5788.623,373.284 
93.963,5738.623,381.672 
93.963,5688.623,379.223 
93.963,5638.623,373.803 
93.963,5588.623,380.244 
93.963,5538.623,392.528 
93.963,5488.623,397.418 
93.963,5438.623,398.38 
93.963,5388.623,400.764 
93.963,5338.623,399.942 
93.963,5288.623,385.925 
93.963,5238.623,360.963 
93.963,5188.623,334.5 
93.963,5138.623,314.207 
93.963,5088.623,297.071 
93.963,5038.623,279.937 
93.963,4988.623,265.171 
93.963,4938.623,255.313 
93.963,4888.623,250.142 
93.963,4838.623,246.82 
93.963,4788.623,244.521 
93.963,4738.623,245.47 
93.963,4688.623,244.01 
93.963,4638.623,237.138 
93.963,4588.623,226.244 
93.963,4538.623,213.906 
93.963,4488.623,204.968 
93.963,4438.623,197.029 
93.963,4388.623,189.517 
93.963,4338.623,183.8 
93.963,4288.623,178.635 
93.963,4238.623,172.324 
93.963,4188.623,163.349 
93.963,4138.623,151.966 
93.963,4088.623,140.359 
93.963,4038.623,129.608 
93.963,3988.623,117.925 
93.963,3938.623,106.172 
93.963,3888.623,97.67 
93.963,3838.623,94.238 
93.963,3788.623,96.968 
93.963,3738.623,101.219 
93.963,3688.623,103.658 
93.963,3638.623,105.132 
93.963,3588.623,105.533 
93.963,3538.623,107.455 
93.963,3488.623,111.966 
93.963,3438.623,119.453 
93.963,3388.623,127.307 
93.963,3338.623,131.851 
93.963,3288.623,133.544 
93.963,3238.623,136.822 
93.963,3188.623,144.232 
93.963,3138.623,155.915 
93.963,3088.623,165.735 
93.963,3038.623,165.898 
93.963,2988.623,157.074 
93.963,2938.623,146.939 
93.963,2888.623,141.556 
93.963,2838.623,142.018 
93.963,2788.623,145.004 
93.963,2738.623,143.456 
93.963,2688.623,135.271 
93.963,2638.623,133.371 
93.963,2588.623,134.728 
93.963,2538.623,140.844 
93.963,2488.623,141.902 
93.963,2438.623,145.867 
93.963,2388.623,164.319 
93.963,2338.623,184.591 
93.963,2288.623,192.118 
